iter	Passed	Remaining
4772	60755	2889
4773	60768	2876
4774	60782	2864
4775	60797	2851
4776	60813	2838
4777	60828	2826
4778	60841	2813
4779	60858	2801
4780	60872	2788
4781	60886	2775
4782	60900	2762
4783	60914	2750
4784	60930	2737
4785	60947	2725
4786	60960	2712
4787	60975	2699
4788	60992	2687
4789	61007	2674
4790	61023	2662
4791	61037	2649
4792	61054	2636
4793	61068	2624
4794	61085	2611
4795	61100	2598
4796	61116	2586
4797	61132	2573
4798	61146	2561
4799	61160	2548
4800	61172	2535
4801	61186	2522
4802	61200	2510
4803	61213	2497
4804	61226	2484
4805	61239	2471
4806	61249	2459
4807	61261	2446
4808	61274	2433
4809	61286	2420
4810	61300	2408
4811	61313	2395
4812	61325	2382
4813	61338	2369
4814	61351	2357
4815	61363	2344
4816	61375	2331
4817	61387	2318
4818	61399	2306
4819	61410	2293
4820	61423	2280
4821	61436	2267
4822	61449	2255
4823	61461	2242
4824	61475	2229
4825	61488	2216
4826	61500	2204
4827	61511	2191
4828	61523	2178
4829	61535	2165
4830	61548	2153
4831	61560	2140
4832	61572	2127
4833	61584	2114
4834	61597	2102
4835	61609	2089
4836	61623	2076
4837	61635	2063
4838	61647	2051
4839	61659	2038
4840	61673	2025
4841	61687	2012
4842	61699	2000
4843	61712	1987
4844	61724	1974
4845	61735	1961
4846	61747	1949
4847	61759	1936
4848	61770	1923
4849	61783	1910
4850	61795	1898
4851	61808	1885
4852	61819	1872
4853	61833	1859
4854	61844	1847
4855	61856	1834
4856	61867	1821
4857	61878	1808
4858	61890	1795
4859	61902	1783
4860	61914	1770
4861	61926	1757
4862	61937	1744
4863	61950	1732
4864	61961	1719
4865	61973	1706
4866	61984	1693
4867	61996	1681
4868	62008	1668
4869	62018	1655
4870	62030	1642
4871	62042	1630
4872	62054	1617
4873	62065	1604
4874	62077	1591
4875	62089	1578
4876	62101	1566
4877	62111	1553
4878	62123	1540
4879	62135	1527
4880	62147	1515
4881	62158	1502
4882	62170	1489
4883	62182	1476
4884	62196	1464
4885	62209	1451
4886	62222	1438
4887	62239	1426
4888	62251	1413
4889	62264	1400
4890	62277	1387
4891	62287	1375
4892	62298	1362
4893	62311	1349
4894	62323	1336
4895	62335	1324
4896	62348	1311
4897	62359	1298
4898	62371	1285
4899	62383	1273
4900	62393	1260
4901	62405	1247
4902	62417	1234
4903	62428	1222
4904	62439	1209
4905	62450	1196
4906	62462	1183
4907	62473	1171
4908	62485	1158
4909	62498	1145
4910	62510	1132
4911	62522	1120
4912	62534	1107
4913	62545	1094
4914	62558	1081
4915	62573	1069
4916	62588	1056
4917	62599	1043
4918	62612	1031
4919	62626	1018
4920	62638	1005
4921	62650	992
4922	62662	980
4923	62677	967
4924	62688	954
4925	62700	941
4926	62713	929
4927	62725	916
4928	62739	903
4929	62751	890
4930	62763	878
4931	62778	865
4932	62792	852
4933	62804	840
4934	62816	827
4935	62827	814
4936	62839	801
4937	62851	789
4938	62864	776
4939	62877	763
4940	62890	750
4941	62903	738
4942	62915	725
4943	62927	712
4944	62939	700
4945	62953	687
4946	62965	674
4947	62977	661
4948	62990	649
4949	63002	636
4950	63014	623
4951	63025	610
4952	63037	598
4953	63050	585
4954	63064	572
4955	63079	560
4956	63091	547
4957	63104	534
4958	63117	521
4959	63131	509
4960	63145	496
4961	63158	483
4962	63172	470
4963	63185	458
4964	63199	445
4965	63212	432
4966	63226	420
4967	63240	407
4968	63252	394
4969	63264	381
4970	63276	369
4971	63288	356
4972	63301	343
4973	63314	330
4974	63327	318
4975	63340	305
4976	63353	292
4977	63366	280
4978	63379	267
4979	63391	254
4980	63402	241
4981	63413	229
4982	63425	216
4983	63438	203
4984	63449	190
4985	63462	178
4986	63474	165
4987	63486	152
4988	63499	140
4989	63511	127
4990	63524	114
4991	63536	101
4992	63547	89
4993	63558	76
4994	63570	63
4995	63581	50
4996	63594	38
4997	63607	25
4998	63618	12
4999	63630	0
